答题序号,来源,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
100000032,腾讯文档,2,,,江汉大学,大一不是大二是,都有，但是制热不好使，室友冻的跺脚（）,北18有独立卫浴，其他我不知道捏,现在疫情期间自习可以和辅导员抗争（不是）商量一下要不要上（？）我们院本来有结果一打听别的院没有，反馈给辅导员然后取消啦！,有1.6公里的跑步，38次满分，15次晨跑是必须跑完（）晨跑规定时间，7.40还是7.50之前跑完，可以骑车刷，我们都叫乐摇（）但是网刷会被系统检测到，建议自己刷，还省钱,1.6，可以骑车（偷偷骑（不是）,正常放，但是开学一般比较早,可以点，北18后面就有一个外卖柜很方便，爽死。北区还有一个五号门可以拿，南区不太清楚,开学到现在快一个学期了没出过校门😊,有,一般般，宿舍连不到,断，11点15，开学星期五星期六期末延长到1点（空调不是一个线路的不断电）,食堂一般般，偶尔吃出来（室友在三食堂吃出来虫子过，好崩溃）,北18每时每刻（？）因为热水器和空调一个线路的不断电,可以骑，有充电棚免费充,挺小的，，，吹风机没法用,不知道（摇摇头）美院晚上九点半赶人（😭）,可以带,学生卡或者zfb，vx吧,会，但是激活特别耗时间（死了）,还不错,挺好的，很方便,美团和哈啰,嘻嘻，全部封死，出不去啦！（不是封控时期可以和辅导员请假申请外出的）,不查寝，11点就关宿舍了,这b学校我真的气的鬼火冒😊，总之就是能别来就别来，缺文凭另说。有钱但是看不到，至少我现在体会不到。有名的江汉高中，带你体会高三的生活！操场时候有演出，学校美女很多，很喜欢🥰（叼玫瑰）（送出999朵）（？）美术生就算了吧，这学校纯艺类的学科学的想鼠，想美术师范也算了吧，有个老师课作业特别多，感觉室友每天都是要死的感觉。总而言之，不要因为它是武汉的就高看它一眼，在学校封四个月我真的会谢，课程安排不合理，p事好多，唉，能逃离就逃离吧（拍拍头）（沉重的转头）（潇洒离去）（玫瑰花瓣散落一地）（。）,2022-12-02 04:55:43,,,,,,,
100000033,腾讯文档,2,,,北京交通大学海滨学院,不是,宿舍有空调电扇 教室有电扇,有,大一有晚自习,没有,没有,正常时间,不允许点校外的外卖,极其不便,有,一般般,23点,价格适中,全天,可以 宿舍楼下有充电桩,300W,无,能,一卡通 微信支付,会,一般般,正常,就一种,22:30锁门,查,奈何桥 妖风,2023-01-05 22:35:25,,,,,,,
100000034,腾讯文档,1,[DESENSITIZED],2.0,南开大学,是,有,没有，有层浴,无,无,男生100公里，女生八十公里（学期短的话会适当减少里程），不能骑车,暑假两个月左右，寒假一个半月左右，每学期16-17个教学周，两周考试周,允许，疫情之前外卖可送到宿舍楼下，疫情期间校外外卖需到校门口取（距宿舍走路5分钟左右）,校门口有地铁，新校区不在市区，进城二十分钟，老校区在市区,有,不限制设备数量,不断电断网,不贵，不会,全天供应,可以,限电三百瓦,有,能,校园卡，饭堂可以刷校园卡，也可以用微信和支付宝,会,距宿舍较近，日常用品基本齐全,有智能快递柜,数目多，有美团青桔和小蓝车,早上六点到十一点半开门,偶尔查，晚归可以让宿管留门,学风好，师资力量强，校园环境好，社团挺多,2023-01-11 17:26:19,,,,,,,
100000035,腾讯文档,1,[DESENSITIZED],2.0,徐州工业职业技术学院,六人间是，四人间是上下铺，旁边有一排桌子,宿舍有,有一栋有，其他楼没有,大一有晚自习,没有,多少公里忘了，可以骑车，慢点骑，不然会被认定违规,暑假两个月，寒假一个月,允许，校外的外卖有的会送到宿舍，有的需要自己拿，自己拿就挺远的,不在市区，地铁在建，进城也就十来分钟，有公交,有，收费，挺便宜的,要办校园电话卡才能用，首充100送一百，每月49月租，首年送会员，网速就每秒7兆左右，限制一台设备,断网不断电，晚上11点断网,不贵，吃出异物会赔偿，一般没有，食堂管理很严格,不清楚，我是有独立卫浴的那栋楼,可以，在西门充电,自缴,没有,能,校园卡，只会在图书馆，体育馆，健身馆会要，食堂扫微信，支付宝,会，建行卡，发奖学金，助学金,还行，比校外贵一丢丢,有菜鸟驿站,一种,现在在校外不清楚，反正我是封了两年,会有学生会抽查，晚上10点关门,我知道你挺急的，但你先别急,2023-03-07 19:53:37,,,,,,,
100000036,腾讯文档,2,,,开封文化艺术职业学院,大部分不是，有几栋楼是上床下桌,没有,没有，不算远,没有早自习，部分专业大一有晚自习,没有,不需要跑步，可以,一个月，两个月,可以，在学校门口取,挺便利，学校门口是公交站没有地铁，在市区,有,挺好用的,不断电,正常价格,早九点到晚十点,可以,不清楚，不过没交过电费,没有,能,洗澡澡卡，其他手机,不会，要自己办,还可以，三个小超市,一部分快递在学校门口，一部分在宿舍楼下,没有,晚上十点,手机查寝,学校不大，但是学校的地理位置比较好，在市中心，交通便利，离景点也比较近,2023-06-12 07:48:57,,,,,,,
100000037,腾讯文档,1,[DESENSITIZED],1.0,山东农业工程学院,济南不是，齐河和淄博是,教室有风扇，齐河和济南没有空调，淄博有空调,齐河有独卫，其他两个没有,大一有早操，大一大二有晚自习7点到8点半,大一有,男90，女60，自行车，电动车滑板车都行，但是要注意步频,寒假两个月，暑假一个月,允许，齐河在校门口，淄博可以宿舍楼，济南不知道,济南很方便，有地铁，在市区，齐河进城10分钟，淄博到八大局得一个多小时,有,最多两台设备同时，5G限速2.5mb/s，2.4G限速1.5mb/s，感觉一般，但能用,冬天断11点半，5月1之后全天有电,食堂价格一般是10块左右，吃出异物情况很少，也不可能出现把鼠头看成鸭脖的情况,不断电全天,可以，有充电桩，要花钱,300W听说,齐河宿舍每层都有自习室,可以,校园一卡通，但我建议不用一卡通，手机微信支付宝就行,会，建行卡，要自己激活,还可以吧，但种类不如外面超市齐全,挺好的，有菜鸟驿站，淄博有无人车送，齐河得自己取,学校里没有共享单车,现在是2023 6 13随便出入,晚上会查寝，封寝不一定，晚归也能回去,来了这个学校吧，你要记住一点，可能你的成绩并不是顶尖，可能只是说平平无奇，但是既然来了，就不要每天上课抱着手机，干点自己的事情，学一点东西，不要把青春浪费在抖音，B站，王者，原神上，现在竞争压力大，加油吧各位,2023-06-13 19:18:24,,,,,,,
100000038,腾讯文档,2,,,郑州商贸旅游职业学院,不是,有，但电压不稳定，有时不凉快,没，,有晚自习,没，学校这么小怎么跑啊,没跑步打卡，学校2分钟走完，骑车?,就正常那样,周末可以点,门口有公交，可以转地铁,一层楼有一个,网络老卡了,不断网，不断电,中午一顿饭10元左右，,没注意,额，学校小的很,正常的游戏本都可以，但那种吹风机就会断电,寝室,可以,微信，支付宝,自己办,较贵,还可以,没有,只有周六周日可以出去，晚上10点,10点,学校小的很（郑州校区）2分钟走完，能别来就别来，不来后悔一时，来了后悔一辈子，还有信息工程系的别报，大二让额外交2w，不然就得转其他专业，最后再说一句，千万别来！！！！,2023-06-20 12:01:07,,,,,,,
100000039,腾讯文档,1,[DESENSITIZED],2.0,青岛滨海学院,不是,教室连风扇都没有，更没有空调 宿舍有空调,少数新公寓有 大部分有 具体情况具体分析,大一有 大二没有,有 除毕业班外,无,正常放,现在允许了,在郊区 还算方便,有,正常,晚十点半断电,有的贵 会吃出异物,澡堂 10:00-18:00,说是不可以 无充电处,限电 超出后每月要多交钱,无,能 随便,校园卡,会,比外面贵是肯定的,正常,无,刷脸,查寝,你来就行，看你后不后悔,2023-06-20 12:14:13,,,,,,,
100000040,腾讯文档,2,,,北海艺术设计学院,是,"有,随便开",有,没有,没有,没有,寒假一个多月 暑假两个多月,"允许,校外点的校门口拿,校内有几个外卖平台可以配送到寝室","便利,离万达,吾悦广场,电动车几分钟",有,还好,"不断电,11点半断校园网","还好,没吃出来过",全天,"可以骑,有充电的棚",不限,"一般在寝室,图书馆晚上会关门",可以,"校园卡,水卡,食堂可以刷校园卡也可以手机支付","不会,除非勤工俭学会统一办理",还好,有好几个快递点分布在学校各个地方,有共享平衡车,11点,"每天都会查寝,11点之后封寝,晚归会被记晚归","学校还是挺好的,平时活动特别多,校园生活挺丰富的,会发烧鸡烧鹅荔枝月饼海鸭蛋等等。",2023-06-20 12:45:39,,,,,,,
100000041,腾讯文档,2,,,吉林医药学院,是，因近几年扩招个别专业可能是上下铺,没有,没有独卫，澡堂距离500～1500米不等,大一强制早晚自习。大二大三看导员有没有要求,有。每周跑一次,没有打卡要求,寒假大概两个月，暑假大概一个月。没有小学期,允许。离宿舍楼不远。几百米,没有地铁，交通还算可以。出门有公交,有,一般。不算太好。高峰期用的人多会卡,每天晚上十点四十断电,有点贵，异物也有人吃到过,洗澡澡堂就是热水。澡堂一般下午到晚上开,没必要骑。学校太小也不需要,大功率电器不能用。正常下来一个月电肯定够用  如果超额就要多交电费,每个公寓都有24小时开放的自习室,能,用一卡通 食堂可以一卡通也可以支付宝微信现金,会,有点贵且坑，态度还差,快递一直在整改。挺乱的,很少。基本没有,疫情放开后基本自由通行了。晚上十点大门门禁,看每个学院情况，有的院严，有的基本不管,如果你能稳进临床，那就来。其他专业真的不推荐 来就是虚度光阴摆烂啥都学不到,2023-06-20 12:41:07,,,,,,,
100000042,腾讯文档,2,,,大连大学,是,无,有的有独立卫生间，但没有卫浴，有的寝室有公共卫浴，有的无。澡堂水不热，离宿舍有远有近,必须有,必须有,男2800，女2000/不可以,2个多月吧,只能校外取外卖,不便利，没有地铁，在郊区，到市里1小时,有，很烂很脏,垃圾得很，收费还贵，大开网垄断学校的校园网，拉宽带1600起一年,本11硕12,贵，食品质量堪忧，特别是有些店的鸡肉(服务中心火锅鸡)吃起来有异味，质感像塑料，难吃的很，还贵得一批，自助餐价格也很贵，量还少。,2023/10/21,可以,一个月25度好像,无，图书馆晚上9.30关门,可,一般微信支付宝,会,物价贵得很，买不了一点,以前在校内取挺方便的，现在有的快递得在校外取了,无,寝室10点关门，校外现在应该也是,查，封,不作为，临时决策，快润,2023-06-20 12:48:52,,,,,,,
100000043,腾讯文档,2,,,安徽科技学院,是,都有,独立层浴，龙湖每层宿舍楼一个浴室  8个位子  有隔板和帘子,大一有晚自习,没有,女1.6男2  一学期跑40次  可以骑车  也可以不跑  就占体育课的十分而已,跟其它学校都差不多  我的专业没有小学期 不清楚,允许  很近  每栋楼下也有外卖货架,挺便利 不算偏,每层楼两个,没用过 不知道,不会断  不限电,正常  没吃到过,早10晚11,可以  充电位挺多,不限,不知道  没试过,可以,有饭卡有房卡  手机和饭卡都行,会,正常偏贵  东西有点少,很正常,没有,早6晚11,不查不封  11点之后关门,我是龙湖校区的，凤阳的情况我不知道,2023-06-20 13:16:01,,,,,,,
100000044,腾讯文档,1,[DESENSITIZED],2.0,中国石油大学（华东）,六人间和四人间是，五人间有一个上下铺,宿舍有，教室没有,一部分有,分学院，看导员要求，我们没有,看导员要求,无要求,寒暑假40天左右，小学期三周左右,可以点，一部分不能送进校园,校门口就是地铁站,有洗衣房,一般，限制三台设备,本科生晚十一点断电,价格一般无异物,不清楚，独卫全天有热水,可以，宿舍楼下充,大功率电器用不了,有,看导员，计算机学院可以,刷校园卡,会,数量较少，建议网购,挺方便,无,进出校门刷脸，在外过夜需报备,不查，不封，能回,无,2023-06-20 14:56:58,,,,,,,
100000045,腾讯文档,2,,,河南城建学院,不是,教室没有,没有，很近,有,有,70公里,两三个月不等,允许,不便利,有,还行,断电11点30,正常价格,早上6点到晚上11点30,不知道,断电,有,可以,微信,不会,一般般,好好,不太够,很严,不能,建议洛阳师范,2023-06-20 15:33:44,,,,,,,
